data,time
1000,1e-06
1500,2e-06
2000,2e-06
2500,2e-06
3000,2e-06
3500,2e-06
4000,3e-06
4500,2e-06
5000,4e-06
5500,3e-06
6000,3e-06
6500,4e-06
7000,3e-06
7500,4e-06
8000,3e-06
8500,6e-06
9000,5e-06
9500,4e-06
10000,6e-06
10500,5e-06
11000,6e-06
11500,2e-05
12000,6e-06
12500,8e-06
13000,1e-05
13500,1e-05
14000,1.1e-05
14500,8e-06
15000,8e-06
15500,7e-06
16000,7e-06
16500,1.1e-05
17000,8e-06
17500,8e-06
18000,8e-06
18500,9e-06
19000,8e-06
19500,3e-05
20000,8e-06
20500,9e-06
