data,time
1000,1e-06
1500,1e-06
2000,1e-06
2500,4e-06
3000,2e-06
3500,2e-06
4000,2e-06
4500,3e-06
5000,3e-06
5500,3e-06
6000,6e-06
6500,3e-06
7000,4e-06
7500,4e-06
8000,4e-06
8500,4e-06
9000,5e-06
9500,5e-06
10000,6e-06
10500,6e-06
11000,6e-06
11500,6e-06
12000,1.5e-05
12500,6e-06
13000,6e-06
13500,9e-06
14000,7e-06
14500,6e-06
15000,1.4e-05
15500,9e-06
16000,8e-06
16500,9e-06
17000,1.3e-05
17500,1e-05
18000,1.2e-05
18500,9e-06
19000,1.1e-05
19500,1e-05
20000,1e-05
20500,3e-05
