data,time
1000,3e-06
1500,3e-06
2000,2e-06
2500,3e-06
3000,5e-06
3500,4e-06
4000,4e-06
4500,6e-06
5000,5e-06
5500,5e-06
6000,8e-06
6500,7e-06
7000,7e-06
7500,5e-06
8000,5e-06
8500,7e-06
9000,7e-06
9500,6e-06
10000,6e-06
10500,1e-05
11000,8e-06
11500,8e-06
12000,8e-06
12500,7e-06
13000,9e-06
13500,6e-06
14000,8e-06
14500,1e-05
15000,1.1e-05
15500,1.6e-05
16000,1.2e-05
16500,9e-06
17000,1.1e-05
17500,1e-05
18000,1e-05
18500,9e-06
19000,1.1e-05
19500,1.2e-05
20000,9e-06
20500,1.1e-05
